摄像头编号  摄像日期    摄像时间    笼号  变化点数    帧数  视频时间长度
ch04 20180204 042901 2-2 100790 33890 1412.083333
ch04 20180204 045233 1-1 96987 33890 1412.083333
ch04 20180204 045233 1-2 77276 33890 1412.083333
ch04 20180204 045233 2-1 116884 33890 1412.083333
ch04 20180204 045233 2-2 98875 33890 1412.083333
ch04 20180204 051605 1-1 85286 33890 1412.083333
ch04 20180204 051605 1-2 82031 33890 1412.083333
ch04 20180204 051605 2-1 110323 33890 1412.083333
ch04 20180204 051605 2-2 93809 33890 1412.083333
ch04 20180204 053937 1-1 89179 33890 1412.083333
ch04 20180204 053937 1-2 79962 33890 1412.083333
ch04 20180204 053937 2-1 124847 33890 1412.083333
ch04 20180204 053937 2-2 108505 33890 1412.083333
ch04 20180204 060309 1-1 84197 33890 1412.083333
ch04 20180204 060309 1-2 80361 33890 1412.083333
ch04 20180204 060309 2-1 114394 33890 1412.083333
ch04 20180204 060309 2-2 100885 33890 1412.083333
ch04 20180204 062641 1-1 79987 33890 1412.083333
ch04 20180204 062641 1-2 77457 33890 1412.083333
ch04 20180204 062641 2-1 106108 33890 1412.083333
ch04 20180204 062641 2-2 97911 33890 1412.083333
ch04 20180204 065013 1-1 78995 33890 1412.083333
ch04 20180204 065013 1-2 94417 33890 1412.083333
ch04 20180204 065013 2-1 118470 33890 1412.083333
ch04 20180204 065013 2-2 107790 33890 1412.083333
ch04 20180204 071345 1-1 88948 33890 1412.083333
ch04 20180204 071345 1-2 81738 33890 1412.083333
ch04 20180204 071345 2-1 115385 33890 1412.083333
ch04 20180204 071345 2-2 103677 33890 1412.083333
ch04 20180204 073717 1-1 87142 33890 1412.083333
ch04 20180204 073717 1-2 87986 33890 1412.083333
ch04 20180204 073717 2-1 123070 33890 1412.083333
ch04 20180204 073717 2-2 120284 33890 1412.083333
ch04 20180204 080049 1-1 92928 33890 1412.083333
ch04 20180204 080049 1-2 92486 33890 1412.083333
ch04 20180204 080049 2-1 120455 33890 1412.083333
ch04 20180204 080049 2-2 127954 33890 1412.083333
ch04 20180204 082421 1-1 106005 33890 1412.083333
ch04 20180204 082421 1-2 110489 33890 1412.083333
ch04 20180204 082421 2-1 150164 33890 1412.083333
ch04 20180204 082421 2-2 177068 33890 1412.083333
ch04 20180204 084753 1-1 82759 33890 1412.083333
ch04 20180204 084753 1-2 72402 33890 1412.083333
ch04 20180204 084753 2-1 106998 33890 1412.083333
ch04 20180204 084753 2-2 94905 33890 1412.083333
ch04 20180204 091125 1-1 89355 33890 1412.083333
ch04 20180204 091125 1-2 91324 33890 1412.083333
ch04 20180204 091125 2-1 113222 33890 1412.083333
ch04 20180204 091125 2-2 101654 33890 1412.083333
ch04 20180204 093457 1-1 85684 33890 1412.083333
ch04 20180204 093457 1-2 79976 33890 1412.083333
ch04 20180204 093457 2-1 113209 33890 1412.083333
ch04 20180204 093457 2-2 85922 33890 1412.083333
ch04 20180204 095830 1-1 163561 33890 1412.083333
ch04 20180204 095830 1-2 127490 33890 1412.083333
ch04 20180204 095830 2-1 158773 33890 1412.083333
ch04 20180204 095830 2-2 91963 33890 1412.083333
ch04 20180204 102201 1-1 111839 33890 1412.083333
ch04 20180204 102201 1-2 84582 33890 1412.083333
ch04 20180204 102201 2-1 110152 33890 1412.083333
ch04 20180204 102201 2-2 94863 33890 1412.083333
ch04 20180204 104533 1-1 98491 33890 1412.083333
ch04 20180204 104533 1-2 83008 33890 1412.083333
ch04 20180204 104533 2-1 97605 33890 1412.083333
ch04 20180204 104533 2-2 84646 33890 1412.083333
ch04 20180204 110906 1-1 99526 33890 1412.083333
ch04 20180204 110906 1-2 73387 33890 1412.083333
ch04 20180204 110906 2-1 89581 33890 1412.083333
ch04 20180204 110906 2-2 81917 33890 1412.083333
ch04 20180204 113237 1-1 80392 33890 1412.083333
ch04 20180204 113237 1-2 74435 33890 1412.083333
ch04 20180204 113237 2-1 81192 33890 1412.083333
ch04 20180204 113237 2-2 70928 33890 1412.083333
ch04 20180204 115609 1-1 92633 33890 1412.083333
ch04 20180204 115609 1-2 78982 33890 1412.083333
ch04 20180204 115609 2-1 117757 33890 1412.083333
ch04 20180204 115609 2-2 115501 33890 1412.083333
ch04 20180204 121941 1-1 59697 33890 1412.083333
ch04 20180204 121941 1-2 44460 33890 1412.083333
ch04 20180204 121941 2-1 57105 33890 1412.083333
ch04 20180204 121941 2-2 48464 33890 1412.083333
ch04 20180204 124313 1-1 95550 33890 1412.083333
ch04 20180204 124313 1-2 110147 33890 1412.083333
ch04 20180204 124313 2-1 107198 33890 1412.083333
ch04 20180204 124313 2-2 99952 33890 1412.083333
ch04 20180204 130645 1-1 106956 33890 1412.083333
ch04 20180204 130645 1-2 95356 33890 1412.083333
ch04 20180204 130645 2-1 110367 33890 1412.083333
ch04 20180204 130645 2-2 94434 33890 1412.083333
ch04 20180204 133018 1-1 105278 33890 1412.083333
ch04 20180204 133018 1-2 98152 33890 1412.083333
ch04 20180204 133018 2-1 99706 33890 1412.083333
ch04 20180204 133018 2-2 104848 33890 1412.083333
ch04 20180204 135349 1-1 71942 33890 1412.083333
ch04 20180204 135349 1-2 62794 33890 1412.083333
ch04 20180204 135349 2-1 66650 33890 1412.083333
ch04 20180204 135349 2-2 64390 33890 1412.083333
ch04 20180204 141721 1-1 83258 33890 1412.083333
ch04 20180204 141721 1-2 87291 33890 1412.083333
ch04 20180204 141721 2-1 83569 33890 1412.083333
ch04 20180204 141721 2-2 87628 33890 1412.083333
ch04 20180204 144054 1-1 69085 33890 1412.083333
ch04 20180204 144054 1-2 55260 33890 1412.083333
ch04 20180204 144054 2-1 67204 33890 1412.083333
ch04 20180204 144054 2-2 53428 33890 1412.083333
ch04 20180204 150425 1-1 107908 33890 1412.083333
ch04 20180204 150425 1-2 115367 33890 1412.083333
ch04 20180204 150425 2-1 107063 33890 1412.083333
ch04 20180204 150425 2-2 112821 33890 1412.083333
ch04 20180204 152757 1-1 96426 33890 1412.083333
ch04 20180204 152757 1-2 87342 33890 1412.083333
ch04 20180204 152757 2-1 93204 33890 1412.083333
ch04 20180204 152757 2-2 93026 33890 1412.083333
ch04 20180204 155129 1-1 82458 33890 1412.083333
ch04 20180204 155129 1-2 56820 33890 1412.083333
ch04 20180204 155129 2-1 69257 33890 1412.083333
ch04 20180204 155129 2-2 59733 33890 1412.083333
ch04 20180204 161501 1-1 99584 33890 1412.083333
ch04 20180204 161501 1-2 99386 33890 1412.083333
ch04 20180204 161501 2-1 116233 33890 1412.083333
ch04 20180204 161501 2-2 107747 33890 1412.083333
ch04 20180204 163833 1-1 101397 33890 1412.083333
ch04 20180204 163833 1-2 95875 33890 1412.083333
ch04 20180204 163833 2-1 119957 33890 1412.083333
ch04 20180204 163833 2-2 130041 33890 1412.083333
ch04 20180204 170205 1-1 98957 33890 1412.083333
ch04 20180204 170205 1-2 99224 33890 1412.083333
ch04 20180204 170205 2-1 96171 33890 1412.083333
ch04 20180204 170205 2-2 117351 33890 1412.083333
ch04 20180204 172538 1-1 94631 33890 1412.083333
ch04 20180204 172538 1-2 98501 33890 1412.083333
ch04 20180204 172538 2-1 132765 33890 1412.083333
ch04 20180204 172538 2-2 104070 33890 1412.083333
ch04 20180204 174910 1-1 96918 33890 1412.083333
ch04 20180204 174910 1-2 84312 33890 1412.083333
ch04 20180204 174910 2-1 120069 33890 1412.083333
ch04 20180204 174910 2-2 100984 33890 1412.083333
ch04 20180204 181242 1-1 102273 33890 1412.083333
ch04 20180204 181242 1-2 99596 33890 1412.083333
ch04 20180204 181242 2-1 108472 33890 1412.083333
ch04 20180204 181242 2-2 125656 33890 1412.083333
ch04 20180204 183614 1-1 95618 33890 1412.083333
ch04 20180204 183614 1-2 95005 33890 1412.083333
ch04 20180204 183614 2-1 116287 33890 1412.083333
ch04 20180204 183614 2-2 111342 33890 1412.083333
ch04 20180204 185945 1-1 92044 33890 1412.083333
ch04 20180204 185945 1-2 99795 33890 1412.083333
ch04 20180204 185945 2-1 109667 33890 1412.083333
ch04 20180204 185945 2-2 113235 33890 1412.083333
ch04 20180204 192318 1-1 103959 33890 1412.083333
ch04 20180204 192318 1-2 95379 33890 1412.083333
ch04 20180204 192318 2-1 117055 33890 1412.083333
ch04 20180204 192318 2-2 113448 33890 1412.083333
ch04 20180204 194649 1-1 102960 33890 1412.083333
ch04 20180204 194649 1-2 96405 33890 1412.083333
ch04 20180204 194649 2-1 114472 33890 1412.083333
ch04 20180204 194649 2-2 118866 33890 1412.083333
ch04 20180204 201022 1-1 91694 33890 1412.083333
ch04 20180204 201022 1-2 89001 33890 1412.083333
ch04 20180204 201022 2-1 99352 33890 1412.083333
ch04 20180204 201022 2-2 109838 33890 1412.083333
ch04 20180204 203354 1-1 86329 33890 1412.083333
ch04 20180204 203354 1-2 83891 33890 1412.083333
ch04 20180204 203354 2-1 94463 33890 1412.083333
ch04 20180204 203354 2-2 94220 33890 1412.083333
ch04 20180204 205726 1-1 99238 33890 1412.083333
ch04 20180204 205726 1-2 88489 33890 1412.083333
ch04 20180204 205726 2-1 102002 33890 1412.083333
ch04 20180204 205726 2-2 95019 33890 1412.083333
ch04 20180204 212058 1-1 92917 33890 1412.083333
ch04 20180204 212058 1-2 101043 33890 1412.083333
ch04 20180204 212058 2-1 97124 33890 1412.083333
ch04 20180204 212058 2-2 97610 33890 1412.083333
ch04 20180204 214430 1-1 93221 33890 1412.083333
ch04 20180204 214430 1-2 86275 33890 1412.083333
ch04 20180204 214430 2-1 100856 33890 1412.083333
ch04 20180204 214430 2-2 111860 33890 1412.083333
ch04 20180204 220802 1-1 79854 33842 1410.083333
ch04 20180204 220802 1-2 98744 33842 1410.083333
ch04 20180204 220802 2-1 120658 33842 1410.083333
ch04 20180204 220802 2-2 111378 33842 1410.083333
ch04 20180204 223131 1-1 84326 33890 1412.083333
ch04 20180204 223131 1-2 99626 33890 1412.083333
ch04 20180204 223131 2-1 109474 33890 1412.083333
ch04 20180204 223131 2-2 123908 33890 1412.083333
ch04 20180204 225504 1-1 93037 33890 1412.083333
ch04 20180204 225504 1-2 98242 33890 1412.083333
ch04 20180204 225504 2-1 102153 33890 1412.083333
ch04 20180204 225504 2-2 117002 33890 1412.083333
ch04 20180204 231836 1-1 105122 33890 1412.083333
ch04 20180204 231836 1-2 96497 33890 1412.083333
ch04 20180204 231836 2-1 108798 33890 1412.083333
ch04 20180204 231836 2-2 105740 33890 1412.083333
ch04 20180204 234208 1-1 100197 33890 1412.083333
ch04 20180204 234208 1-2 94567 33890 1412.083333
ch04 20180204 234208 2-1 111853 33890 1412.083333
ch04 20180204 234208 2-2 111179 33890 1412.083333
ch04 20180205 000540 1-1 59075 33842 1410.083333
ch04 20180205 000540 1-2 101498 33842 1410.083333
ch04 20180205 000540 2-1 84901 33842 1410.083333
ch04 20180205 000540 2-2 100077 33842 1410.083333
ch04 20180205 002909 1-1 75561 33842 1410.083333
ch04 20180205 002909 1-2 87268 33842 1410.083333
ch04 20180205 002909 2-1 95238 33842 1410.083333
ch04 20180205 002909 2-2 73620 33842 1410.083333
ch04 20180205 005239 1-1 73904 33842 1410.083333
ch04 20180205 005239 1-2 72022 33842 1410.083333
ch04 20180205 005239 2-1 70662 33842 1410.083333
ch04 20180205 005239 2-2 85003 33842 1410.083333
ch04 20180205 011610 1-1 69528 33842 1410.083333
ch04 20180205 011610 1-2 58320 33842 1410.083333
ch04 20180205 011610 2-1 63600 33842 1410.083333
ch04 20180205 011610 2-2 97103 33842 1410.083333
ch04 20180205 013940 1-1 64604 33890 1412.083333
ch04 20180205 013940 1-2 65423 33890 1412.083333
ch04 20180205 013940 2-1 80818 33890 1412.083333
ch04 20180205 013940 2-2 76625 33890 1412.083333
ch04 20180205 020312 1-1 72734 33842 1410.083333
ch04 20180205 020312 1-2 75398 33842 1410.083333
ch04 20180205 020312 2-1 80399 33842 1410.083333
ch04 20180205 020312 2-2 68829 33842 1410.083333
ch04 20180205 022642 1-1 73284 33842 1410.083333
ch04 20180205 022642 1-2 54192 33842 1410.083333
ch04 20180205 022642 2-1 80922 33842 1410.083333
ch04 20180205 022642 2-2 76000 33842 1410.083333
ch04 20180205 025012 1-1 77928 33890 1412.083333
ch04 20180205 025012 1-2 77697 33890 1412.083333
ch04 20180205 025012 2-1 94673 33890 1412.083333
ch04 20180205 025012 2-2 73759 33890 1412.083333
ch04 20180205 031344 1-1 64448 33890 1412.083333
ch04 20180205 031344 1-2 62598 33890 1412.083333
ch04 20180205 031344 2-1 83756 33890 1412.083333
ch04 20180205 031344 2-2 76720 33890 1412.083333
ch04 20180205 033716 1-1 79156 33842 1412.000000
ch04 20180205 033716 1-2 84513 33842 1412.000000
ch04 20180205 033716 2-1 73855 33842 1412.000000
ch04 20180205 033716 2-2 76695 33842 1412.000000
ch04 20180205 040046 1-1 76621 33842 1412.000000
ch04 20180205 040046 1-2 58892 33842 1412.000000
ch04 20180205 040046 2-1 98893 33842 1412.000000
ch04 20180205 040046 2-2 95260 33842 1412.000000
ch04 20180205 042416 1-1 70395 33890 1414.000000
ch04 20180205 042416 1-2 74064 33890 1414.000000
ch04 20180205 042416 2-1 79889 33890 1414.000000
ch04 20180205 042416 2-2 71536 33890 1414.000000
ch04 20180205 044748 1-1 47737 33890 1414.000000
ch04 20180205 044748 1-2 61674 33890 1414.000000
ch04 20180205 044748 2-1 70747 33890 1414.000000
ch04 20180205 044748 2-2 88247 33890 1414.000000
ch04 20180205 051120 1-1 55560 33890 1414.000000
ch04 20180205 051120 1-2 55808 33890 1414.000000
ch04 20180205 051120 2-1 83293 33890 1414.000000
ch04 20180205 051120 2-2 67709 33890 1414.000000
ch04 20180205 053452 1-1 86332 33890 1414.000000
ch04 20180205 053452 1-2 58761 33890 1414.000000
ch04 20180205 053452 2-1 87902 33890 1414.000000
ch04 20180205 053452 2-2 82054 33890 1414.000000
ch04 20180205 055824 1-1 48667 33890 1414.000000
ch04 20180205 055824 1-2 59292 33890 1414.000000
ch04 20180205 055824 2-1 100378 33890 1414.000000
ch04 20180205 055824 2-2 80395 33890 1414.000000
ch04 20180205 062156 1-1 45899 33890 1414.000000
ch04 20180205 062156 1-2 61323 33890 1414.000000
ch04 20180205 062156 2-1 59463 33890 1414.000000
ch04 20180205 062156 2-2 78542 33890 1414.000000
ch04 20180205 064528 1-1 68294 33890 1414.000000
ch04 20180205 064528 1-2 79800 33890 1414.000000
ch04 20180205 064528 2-1 104305 33890 1414.000000
ch04 20180205 064528 2-2 72470 33890 1414.000000
ch04 20180205 070900 1-1 63761 33890 1414.000000
ch04 20180205 070900 1-2 52027 33890 1414.000000
ch04 20180205 070900 2-1 68618 33890 1414.000000
ch04 20180205 070900 2-2 72221 33890 1414.000000
ch04 20180205 073232 1-1 63203 33890 1414.000000
ch04 20180205 073232 1-2 67255 33890 1414.000000
ch04 20180205 073232 2-1 107446 33890 1414.000000
ch04 20180205 073232 2-2 79655 33890 1414.000000
ch04 20180205 075604 1-1 77765 33890 1414.000000
ch04 20180205 075604 1-2 75688 33890 1414.000000
ch04 20180205 075604 2-1 79696 33890 1414.000000
ch04 20180205 075604 2-2 81736 33890 1414.000000
ch04 20180205 081937 1-1 75084 33890 1412.083333
ch04 20180205 081937 1-2 87318 33890 1412.083333
ch04 20180205 081937 2-1 85110 33890 1412.083333
ch04 20180205 081937 2-2 84868 33890 1412.083333
ch04 20180205 084308 1-1 79558 33890 1412.083333
ch04 20180205 084308 1-2 77761 33890 1412.083333
ch04 20180205 084308 2-1 100566 33890 1412.083333
ch04 20180205 084308 2-2 107179 33890 1412.083333
ch04 20180205 090640 1-1 103388 33890 1412.083333
ch04 20180205 090640 1-2 91832 33890 1412.083333
ch04 20180205 090640 2-1 90880 33890 1412.083333
ch04 20180205 090640 2-2 110346 33890 1412.083333
ch04 20180205 093012 1-1 76024 33890 1412.083333
ch04 20180205 093012 1-2 92061 33890 1412.083333
ch04 20180205 093012 2-1 89658 33890 1412.083333
ch04 20180205 093012 2-2 79436 33890 1412.083333
ch04 20180205 095345 1-1 82156 33890 1412.083333
ch04 20180205 095345 1-2 99355 33890 1412.083333
ch04 20180205 095345 2-1 56977 33890 1412.083333
ch04 20180205 095345 2-2 75378 33890 1412.083333
ch04 20180205 101716 1-1 99245 33890 1412.083333
ch04 20180205 101716 1-2 84404 33890 1412.083333
ch04 20180205 101716 2-1 95648 33890 1412.083333
ch04 20180205 101716 2-2 87138 33890 1412.083333
ch04 20180205 104048 1-1 91700 33890 1412.083333
ch04 20180205 104048 1-2 78541 33890 1412.083333
ch04 20180205 104048 2-1 100335 33890 1412.083333
ch04 20180205 104048 2-2 66555 33890 1412.083333
ch04 20180205 110420 1-1 75238 33890 1412.083333
ch04 20180205 110420 1-2 77983 33890 1412.083333
ch04 20180205 110420 2-1 90680 33890 1412.083333
ch04 20180205 110420 2-2 81948 33890 1412.083333
ch04 20180205 112752 1-1 69538 33890 1412.083333
ch04 20180205 112752 1-2 24889 33890 1412.083333
ch04 20180205 112752 2-1 85977 33890 1412.083333
ch04 20180205 112752 2-2 78489 33890 1412.083333
ch04 20180205 115124 1-1 85617 33890 1412.083333
ch04 20180205 115124 1-2 37857 33890 1412.083333
ch04 20180205 115124 2-1 112177 33890 1412.083333
ch04 20180205 115124 2-2 56457 33890 1412.083333
ch04 20180205 121456 1-1 60458 33890 1412.083333
ch04 20180205 121456 1-2 27047 33890 1412.083333
ch04 20180205 121456 2-1 34851 33890 1412.083333
ch04 20180205 121456 2-2 27047 33890 1412.083333
ch04 20180205 123829 1-1 27047 33890 1412.083333
ch04 20180205 123829 1-2 95509 33890 1412.083333
ch04 20180205 123829 2-1 84499 33890 1412.083333
ch04 20180205 123829 2-2 95509 33890 1412.083333
ch04 20180205 130200 1-1 63800 33890 1412.083333
ch04 20180205 130200 1-2 30973 33890 1412.083333
ch04 20180205 130200 2-1 83705 33890 1412.083333
ch04 20180205 130200 2-2 51390 33890 1412.083333
ch04 20180205 132532 1-1 78148 33890 1412.083333
ch04 20180205 132532 2-1 96755 33890 1412.083333
ch04 20180205 132532 2-2 96755 33890 1412.083333
ch04 20180205 134905 1-1 53625 33890 1412.083333
ch04 20180205 134905 1-2 33043 33890 1412.083333
ch04 20180205 134905 2-1 83932 33890 1412.083333
ch04 20180205 134905 2-2 88261 33890 1412.083333
ch04 20180205 141237 1-1 88633 33890 1412.083333
ch04 20180205 141237 1-2 40618 33890 1412.083333
ch04 20180205 141237 2-1 109575 33890 1412.083333
ch04 20180205 141237 2-2 108293 33890 1412.083333
ch04 20180205 143608 1-1 87423 33890 1412.083333
ch04 20180205 143608 1-2 47863 33890 1412.083333
ch04 20180205 143608 2-1 107788 33890 1412.083333
ch04 20180205 143608 2-2 116645 33890 1412.083333
ch04 20180205 145940 1-1 60966 33890 1412.083333
ch04 20180205 145940 1-2 30159 33890 1412.083333
ch04 20180205 145940 2-1 81072 33890 1412.083333
ch04 20180205 145940 2-2 91605 33890 1412.083333
ch04 20180205 152313 1-1 83956 33890 1412.083333
ch04 20180205 152313 1-2 32014 33890 1412.083333
ch04 20180205 152313 2-1 97412 33890 1412.083333
ch04 20180205 152313 2-2 90031 33890 1412.083333
ch04 20180205 154644 1-1 47514 33890 1412.083333
ch04 20180205 154644 2-1 72464 33890 1412.083333
ch04 20180205 154644 2-2 74678 33890 1412.083333
ch04 20180205 161016 1-1 69612 33890 1412.083333
ch04 20180205 161016 1-2 54714 33890 1412.083333
ch04 20180205 161016 2-1 81821 33890 1412.083333
ch04 20180205 161016 2-2 68756 33890 1412.083333
ch04 20180205 163348 1-1 79966 33890 1412.083333
ch04 20180205 163348 1-2 79966 33890 1412.083333
ch04 20180205 163348 2-2 87309 33890 1412.083333
ch04 20180205 165721 1-1 90687 33890 1412.083333
ch04 20180205 165721 1-2 69239 33890 1412.083333
ch04 20180205 165721 2-1 122132 33890 1412.083333
ch04 20180205 165721 2-2 122853 33890 1412.083333
ch04 20180205 172053 1-1 89660 33890 1412.083333
ch04 20180205 172053 1-2 81833 33890 1412.083333
ch04 20180205 172053 2-1 92003 33890 1412.083333
ch04 20180205 172053 2-2 82535 33890 1412.083333
ch04 20180205 174425 1-1 101587 33890 1412.083333
ch04 20180205 174425 1-2 86400 33890 1412.083333
ch04 20180205 174425 2-1 123036 33890 1412.083333
ch04 20180205 174425 2-2 105777 33890 1412.083333
ch04 20180205 180757 1-1 85444 33890 1412.083333
ch04 20180205 180757 1-2 39751 33890 1412.083333
ch04 20180205 180757 2-1 92978 33890 1412.083333
ch04 20180205 180757 2-2 95144 33890 1412.083333
ch04 20180205 183128 1-1 83819 33890 1412.083333
ch04 20180205 183128 1-2 47066 33890 1412.083333
ch04 20180205 183128 2-1 113770 33890 1412.083333
ch04 20180205 183128 2-2 93886 33890 1412.083333
ch04 20180205 185501 1-1 88429 33890 1412.083333
ch04 20180205 185501 1-2 97219 33890 1412.083333
ch04 20180205 185501 2-1 128685 33890 1412.083333
ch04 20180205 185501 2-2 114072 33890 1412.083333
ch04 20180205 191832 1-1 87543 33890 1412.083333
ch04 20180205 191832 1-2 90347 33890 1412.083333
